"gsyh","jsyh","msyh","pfyh","zgyh","date"
3.92,4.29,9.27,8.45,2.65,"2013-08-21"
3.91,4.28,9.3,8.44,2.63,"2013-08-22"
3.89,4.26,9.16,8.42,2.62,"2013-08-23"
3.93,4.3,9.33,8.74,2.64,"2013-08-26"
3.9,4.28,9.26,8.95,2.64,"2013-08-27"
3.88,4.24,9.14,9,2.63,"2013-08-28"
3.87,4.23,9.12,8.92,2.63,"2013-08-29"
3.9,4.25,9.03,8.99,2.65,"2013-08-30"
3.89,4.24,9.11,8.97,2.65,"2013-09-02"
3.94,4.29,9.31,9.09,2.67,"2013-09-03"
3.93,4.29,9.34,9.14,2.67,"2013-09-04"
3.91,4.3,9.36,9.13,2.67,"2013-09-05"
3.91,4.3,9.42,9.57,2.68,"2013-09-06"
4.08,4.53,10.2,10.53,2.85,"2013-09-09"
3.98,4.47,10.06,11.4,2.84,"2013-09-10"
3.99,4.43,10,11.27,2.81,"2013-09-11"
4.05,4.52,10.24,12.25,2.87,"2013-09-12"
3.99,4.46,9.84,11.91,2.83,"2013-09-13"
3.98,4.46,10.18,11.49,2.83,"2013-09-16"
3.93,4.4,10.25,10.83,2.78,"2013-09-17"
3.91,4.41,10.16,11,2.77,"2013-09-18"
3.91,4.41,10.16,11,2.77,"2013-09-20"
3.91,4.42,10.15,11.18,2.78,"2013-09-23"
3.89,4.35,9.73,10.81,2.77,"2013-09-24"
3.88,4.33,9.66,10.78,2.79,"2013-09-25"
3.85,4.28,9.49,10.17,2.77,"2013-09-26"
3.86,4.28,9.48,10.24,2.78,"2013-09-27"
3.86,4.3,9.56,10.09,2.78,"2013-09-30"
3.86,4.3,9.56,10.09,2.78,"2013-10-01"
3.86,4.3,9.56,10.09,2.78,"2013-10-02"
3.86,4.3,9.56,10.09,2.78,"2013-10-03"
3.86,4.3,9.56,10.09,2.78,"2013-10-04"
3.86,4.3,9.56,10.09,2.78,"2013-10-07"
3.87,4.29,9.64,10.23,2.79,"2013-10-08"
3.86,4.3,9.75,10.27,2.82,"2013-10-09"
3.86,4.27,9.5,9.98,2.8,"2013-10-10"
3.89,4.36,9.69,10.55,2.84,"2013-10-11"
3.88,4.32,9.46,10.29,2.83,"2013-10-14"
3.84,4.25,9.32,10.11,2.79,"2013-10-15"
3.86,4.26,9.15,9.91,2.8,"2013-10-16"
3.86,4.26,9.08,9.82,2.81,"2013-10-17"
3.84,4.27,9.13,9.88,2.8,"2013-10-18"
3.86,4.3,9.19,10.12,2.85,"2013-10-21"
3.84,4.27,9,9.93,2.82,"2013-10-22"
3.84,4.27,9.07,10.02,2.82,"2013-10-23"
3.81,4.23,8.91,9.98,2.79,"2013-10-24"
3.78,4.21,8.98,10.07,2.78,"2013-10-25"
3.76,4.21,8.88,10.15,2.78,"2013-10-28"
3.8,4.27,9.15,10.48,2.81,"2013-10-29"
3.81,4.28,9.18,10.59,2.82,"2013-10-30"
3.82,4.28,8.96,10.33,2.82,"2013-10-31"
3.84,4.32,9.17,10.42,2.83,"2013-11-01"
3.84,4.31,9.14,10.3,2.83,"2013-11-04"
3.83,4.31,9.07,10.2,2.81,"2013-11-05"
3.8,4.29,8.9,10.03,2.78,"2013-11-06"
3.83,4.32,8.93,10.05,2.8,"2013-11-07"
3.82,4.31,8.77,9.98,2.79,"2013-11-08"
3.83,4.34,8.87,9.97,2.8,"2013-11-11"
3.83,4.34,8.94,10.12,2.81,"2013-11-12"
3.8,4.28,8.55,9.64,2.78,"2013-11-13"
3.79,4.31,8.54,9.49,2.79,"2013-11-14"
3.79,4.32,8.63,9.68,2.8,"2013-11-15"
3.83,4.38,8.9,10.1,2.83,"2013-11-18"
3.82,4.34,8.73,9.97,2.82,"2013-11-19"
3.83,4.38,8.73,10.05,2.83,"2013-11-20"
3.89,4.41,8.58,10.07,2.84,"2013-11-21"
3.86,4.46,8.56,10.06,2.83,"2013-11-22"
3.81,4.41,8.51,9.93,2.81,"2013-11-25"
3.79,4.37,8.47,9.9,2.8,"2013-11-26"
3.79,4.39,8.54,9.93,2.81,"2013-11-27"
3.8,4.41,8.58,9.96,2.81,"2013-11-28"
3.8,4.38,8.59,9.99,2.81,"2013-11-29"
3.87,4.48,8.66,10.32,2.87,"2013-12-02"
3.82,4.47,8.58,10.26,2.83,"2013-12-03"
3.83,4.46,8.61,10.4,2.84,"2013-12-04"
3.81,4.44,8.56,10.35,2.83,"2013-12-05"
3.81,4.45,8.55,10.22,2.83,"2013-12-06"
3.8,4.42,8.49,10.11,2.82,"2013-12-09"
3.8,4.44,8.47,10.14,2.82,"2013-12-10"
3.78,4.37,8.32,9.93,2.79,"2013-12-11"
3.76,4.36,8.28,9.88,2.79,"2013-12-12"
3.72,4.32,8.27,9.83,2.76,"2013-12-13"
3.69,4.28,8.18,9.74,2.72,"2013-12-16"
3.68,4.27,8.13,9.69,2.7,"2013-12-17"
3.67,4.23,8.11,9.71,2.7,"2013-12-18"
3.63,4.22,7.88,9.61,2.68,"2013-12-19"
3.57,3.96,7.78,9.36,2.62,"2013-12-20"
3.58,4.17,7.67,9.34,2.66,"2013-12-23"
3.58,4.14,7.67,9.34,2.65,"2013-12-24"
3.59,4.14,7.67,9.27,2.66,"2013-12-25"
3.55,4.08,7.57,9.09,2.63,"2013-12-26"
3.58,4.13,7.67,9.24,2.66,"2013-12-27"
3.55,4.09,7.57,9.2,2.61,"2013-12-30"
3.58,4.14,7.72,9.43,2.62,"2013-12-31"
