"Open","High","Low","Close","Volume","Adjusted","date"
3.86,3.87,3.85,3.87,31932800,3.48127,"2014-06-27"
3.87,3.89,3.86,3.88,34364900,3.49027,"2014-06-30"
3.89,3.9,3.86,3.88,30677000,3.49027,"2014-07-01"
3.88,3.9,3.87,3.9,43619300,3.50826,"2014-07-02"
3.9,3.91,3.88,3.9,43733200,3.50826,"2014-07-03"
3.91,3.95,3.9,3.93,65847800,3.53524,"2014-07-04"
3.94,3.97,3.93,3.96,58243400,3.56223,"2014-07-07"
3.96,3.97,3.93,3.96,44475000,3.56223,"2014-07-08"
3.96,3.96,3.9,3.91,60596900,3.51725,"2014-07-09"
3.91,3.93,3.89,3.9,70417600,3.50826,"2014-07-10"
3.66,3.69,3.64,3.66,107036500,3.52753,"2014-07-11"
3.67,3.68,3.65,3.67,72031400,3.53717,"2014-07-14"
3.66,3.69,3.66,3.69,73078000,3.55645,"2014-07-15"
3.69,3.75,3.68,3.73,101465600,3.595,"2014-07-16"
3.73,3.73,3.68,3.7,50863500,3.56609,"2014-07-17"
3.68,3.72,3.68,3.71,40084300,3.57572,"2014-07-18"
3.7,3.71,3.68,3.69,29693800,3.55645,"2014-07-21"
3.68,3.72,3.68,3.7,43215100,3.56609,"2014-07-22"
3.7,3.74,3.7,3.72,56363500,3.58536,"2014-07-23"
3.73,3.83,3.72,3.82,146238800,3.68174,"2014-07-24"
3.82,3.85,3.81,3.84,71854400,3.70102,"2014-07-25"
3.9,4.22,3.9,4.22,577892000,4.06727,"2014-07-28"
4.35,4.57,4.25,4.5,767163000,4.33713,"2014-07-29"
4.38,4.52,4.36,4.39,460794300,4.23111,"2014-07-30"
4.39,4.62,4.35,4.6,508908700,4.43351,"2014-07-31"
4.55,4.6,4.46,4.47,373577700,4.30822,"2014-08-01"
4.5,4.55,4.4,4.5,246372300,4.33713,"2014-08-04"
4.45,4.5,4.38,4.42,249600200,4.26003,"2014-08-05"
4.38,4.42,4.33,4.4,178281300,4.24075,"2014-08-06"
4.41,4.45,4.35,4.36,170278100,4.2022,"2014-08-07"
4.35,4.45,4.35,4.4,175272200,4.24075,"2014-08-08"
4.4,4.46,4.4,4.42,146932200,4.26003,"2014-08-11"
4.4,4.41,4.34,4.35,153441700,4.19256,"2014-08-12"
4.35,4.38,4.26,4.31,135752300,4.15401,"2014-08-13"
4.33,4.34,4.28,4.29,98258400,4.13473,"2014-08-14"
4.3,4.34,4.27,4.32,91346200,4.16365,"2014-08-15"
4.33,4.38,4.31,4.33,92309700,4.17328,"2014-08-18"
4.33,4.34,4.26,4.3,89897000,4.14437,"2014-08-19"
4.29,4.3,4.26,4.28,73400000,4.12509,"2014-08-20"
4.27,4.28,4.22,4.25,91001800,4.09618,"2014-08-21"
4.24,4.27,4.22,4.27,65684400,4.11546,"2014-08-22"
4.27,4.27,4.2,4.21,85382500,4.05763,"2014-08-25"
4.2,4.27,4.2,4.24,92440200,4.08654,"2014-08-26"
4.23,4.24,4.2,4.21,55116500,4.05763,"2014-08-27"
4.21,4.23,4.14,4.14,92355500,3.99016,"2014-08-28"
4.16,4.2,4.14,4.19,63075500,4.03835,"2014-08-29"
4.2,4.22,4.16,4.2,64895700,4.04799,"2014-09-01"
4.21,4.35,4.18,4.35,165596900,4.19256,"2014-09-02"
4.33,4.42,4.32,4.35,149613700,4.19256,"2014-09-03"
4.35,4.38,4.33,4.37,71453000,4.21184,"2014-09-04"
4.38,4.41,4.36,4.4,88248300,4.24075,"2014-09-05"
4.4,4.4,4.4,4.4,0,4.24075,"2014-09-08"
4.4,4.41,4.33,4.34,76084900,4.18292,"2014-09-09"
4.35,4.36,4.28,4.31,90183500,4.15401,"2014-09-10"
4.31,4.38,4.29,4.31,92755800,4.15401,"2014-09-11"
4.31,4.33,4.27,4.32,53448400,4.16365,"2014-09-12"
4.33,4.35,4.29,4.31,96226600,4.15401,"2014-09-15"
4.32,4.39,4.29,4.3,165554000,4.14437,"2014-09-16"
4.31,4.33,4.29,4.31,86192400,4.15401,"2014-09-17"
4.31,4.47,4.3,4.39,282281100,4.23111,"2014-09-18"
4.39,4.41,4.36,4.4,116494900,4.24075,"2014-09-19"
4.37,4.38,4.25,4.27,117186700,4.11546,"2014-09-22"
4.26,4.29,4.23,4.27,65470500,4.11546,"2014-09-23"
4.25,4.36,4.24,4.33,163109800,4.17328,"2014-09-24"
4.36,4.38,4.32,4.32,106447400,4.16365,"2014-09-25"
4.31,4.33,4.27,4.3,64863900,4.14437,"2014-09-26"
4.3,4.33,4.27,4.3,119332300,4.14437,"2014-09-29"
4.3,4.31,4.27,4.29,83282000,4.13473,"2014-09-30"
4.29,4.29,4.29,4.29,0,4.13473,"2014-10-01"
4.29,4.29,4.29,4.29,0,4.13473,"2014-10-02"
4.29,4.29,4.29,4.29,0,4.13473,"2014-10-03"
4.29,4.29,4.29,4.29,0,4.13473,"2014-10-06"
4.29,4.29,4.29,4.29,0,4.13473,"2014-10-07"
4.3,4.3,4.26,4.3,92800300,4.14437,"2014-10-08"
4.3,4.31,4.27,4.29,71725300,4.13473,"2014-10-09"
4.27,4.29,4.25,4.26,87518600,4.10582,"2014-10-10"
4.24,4.25,4.2,4.23,84851100,4.0769,"2014-10-13"
4.21,4.25,4.19,4.21,80648200,4.05763,"2014-10-14"
4.2,4.25,4.19,4.23,65368500,4.0769,"2014-10-15"
4.21,4.31,4.2,4.24,136765100,4.08654,"2014-10-16"
4.23,4.25,4.16,4.21,97941600,4.05763,"2014-10-17"
4.22,4.24,4.21,4.22,51210800,4.06727,"2014-10-20"
4.23,4.24,4.2,4.21,52809400,4.05763,"2014-10-21"
4.22,4.24,4.2,4.22,56513800,4.06727,"2014-10-22"
4.22,4.25,4.19,4.19,89212300,4.03835,"2014-10-23"
4.2,4.23,4.19,4.2,61520000,4.04799,"2014-10-24"
4.2,4.21,4.11,4.14,97093800,3.99016,"2014-10-27"
4.13,4.18,4.13,4.18,71163300,4.02871,"2014-10-28"
4.19,4.25,4.17,4.23,103388300,4.0769,"2014-10-29"
4.22,4.3,4.2,4.28,164712000,4.12509,"2014-10-30"
4.28,4.47,4.27,4.41,338151600,4.25039,"2014-10-31"
4.42,4.43,4.35,4.37,164486600,4.21184,"2014-11-03"
