Indexcd,Trddt,Daywk,Opnindex,Hiindex,Loindex,Clsindex,Retindex
1,2009/1/5,1,1849.02,1880.716,1844.094,1880.716,0.032904
1,2009/1/6,2,1878.827,1938.69,1871.971,1937.145,0.030004
1,2009/1/7,3,1938.974,1948.233,1920.515,1924.012,-0.00678
1,2009/1/8,4,1890.242,1894.171,1862.263,1878.181,-0.023821
1,2009/1/9,5,1875.164,1909.349,1875.164,1904.861,0.014205
1,2009/1/12,1,1897.703,1924.441,1886.833,1900.347,-0.00237
1,2009/1/13,2,1880.868,1888.309,1861.811,1863.367,-0.01946
1,2009/1/14,3,1862.31,1929.276,1862.309,1928.869,0.035152
1,2009/1/15,4,1912.772,1937.728,1902.542,1920.206,-0.004491
1,2009/1/16,5,1928.922,1984.728,1928.922,1954.438,0.017827
1,2009/1/19,1,1971,2018.51,1966.188,1986.672,0.016493
1,2009/1/20,2,1981.147,1994.809,1956.102,1994.107,0.003742
1,2009/1/21,3,1965.944,2007.911,1960.529,1985.016,-0.004559
1,2009/1/22,4,1996.086,2009.851,1980.438,2004.951,0.010043
1,2009/1/23,5,2001.172,2008.788,1986.348,1990.657,-0.007129
1,2009/2/2,1,2008.134,2012.742,1987.129,2011.683,0.010562
1,2009/2/3,2,2011.77,2060.925,2005.022,2060.808,0.02442
1,2009/2/4,3,2068.086,2108.257,2067.786,2107.749,0.022778
1,2009/2/5,4,2106.835,2149.476,2082.596,2098.018,-0.004617
1,2009/2/6,5,2102.078,2185.086,2102.078,2181.239,0.039666
1,2009/2/9,1,2211.317,2238.894,2196.708,2224.714,0.019931
1,2009/2/10,2,2218.489,2266.398,2197.007,2265.161,0.018181
1,2009/2/11,3,2230.49,2305.705,2218.297,2260.82,-0.001916
1,2009/2/12,4,2265.789,2274.201,2191.887,2248.091,-0.00563
1,2009/2/13,5,2249.185,2323.12,2236.178,2320.792,0.032339
1,2009/2/16,1,2338.758,2389.878,2328.179,2389.387,0.029557
1,2009/2/17,2,2387.354,2402.807,2316.934,2319.441,-0.029274
1,2009/2/18,3,2271.26,2295.741,2206.062,2209.862,-0.047244
1,2009/2/19,4,2224.49,2247.616,2190.473,2227.125,0.007812
1,2009/2/20,5,2234.365,2262.332,2206.211,2261.478,0.015425
1,2009/2/23,1,2249.289,2313.594,2219.714,2305.777,0.019589
1,2009/2/24,2,2273.755,2295.59,2193.268,2200.654,-0.045591
1,2009/2/25,3,2222.506,2234.018,2142.601,2206.574,0.00269
1,2009/2/26,4,2201.672,2237.547,2102.346,2121.251,-0.038668
1,2009/2/27,5,2100.063,2123.244,2064.918,2082.852,-0.018102
1,2009/3/2,1,2066.229,2102.112,2052.992,2093.447,0.005087
1,2009/3/3,2,2047.213,2088.628,2037.024,2071.431,-0.010517
1,2009/3/4,3,2076.616,2201.727,2076.616,2198.107,0.061154
1,2009/3/5,4,2220.15,2241.761,2173.491,2221.076,0.010449
1,2009/3/6,5,2180.788,2221.04,2171.668,2193.007,-0.012638
1,2009/3/9,1,2205.746,2232.674,2116.453,2118.748,-0.033862
1,2009/3/10,2,2097.139,2159.268,2088.162,2158.568,0.018794
1,2009/3/11,3,2199.983,2203.534,2133.141,2139.025,-0.009054
1,2009/3/12,4,2127.726,2136.795,2086.018,2133.881,-0.002405
1,2009/3/13,5,2148.418,2166.022,2124.979,2128.848,-0.002359
1,2009/3/16,1,2122.408,2158.9,2108.612,2153.291,0.011482
1,2009/3/17,2,2156.774,2225.192,2151.776,2218.326,0.030203
1,2009/3/18,3,2227.981,2255.009,2221.588,2223.725,0.002434
1,2009/3/19,4,2227.344,2268.144,2220.164,2265.759,0.018903
1,2009/3/20,5,2272.437,2294.117,2250.405,2281.087,0.006765
1,2009/3/23,1,2286.246,2329.183,2276.81,2325.48,0.019461
1,2009/3/24,2,2359.679,2369.454,2327.43,2338.42,0.005564
1,2009/3/25,3,2333.163,2355.69,2291.359,2291.555,-0.020041
1,2009/3/26,4,2296.047,2362.048,2274.895,2361.704,0.030612
1,2009/3/27,5,2380.626,2392.769,2361.091,2374.438,0.005392
1,2009/3/30,1,2377.964,2380.194,2348.527,2358.04,-0.006906
1,2009/3/31,2,2313.883,2375.712,2299.158,2373.213,0.006435
1,2009/4/1,3,2380.979,2422.625,2380.979,2408.017,0.014665
1,2009/4/2,4,2417.217,2450.003,2417.111,2425.291,0.007174
1,2009/4/3,5,2446.124,2456.811,2406.496,2419.778,-0.002273
1,2009/4/7,2,2422.1,2449.537,2407.506,2439.182,0.008019
1,2009/4/8,3,2429.879,2435.388,2346.537,2347.385,-0.037634
1,2009/4/9,4,2345.009,2380.935,2331.877,2379.876,0.013841
1,2009/4/10,5,2400.014,2444.981,2392.8,2444.226,0.027039
1,2009/4/13,1,2468.083,2522.445,2464.061,2513.701,0.028424
1,2009/4/14,2,2512.009,2532.089,2495.337,2527.181,0.005363
1,2009/4/15,3,2514.591,2542.54,2485.926,2536.056,0.003512
1,2009/4/16,4,2542.336,2549.312,2497.122,2534.134,-0.000758
1,2009/4/17,5,2524.626,2539.352,2481.899,2503.935,-0.011917
1,2009/4/20,1,2500.173,2559.036,2497.321,2557.456,0.021375
1,2009/4/21,2,2523.262,2552.598,2499.601,2535.828,-0.008457
1,2009/4/22,3,2548.105,2579.218,2449.895,2461.346,-0.029372
1,2009/4/23,4,2440.676,2474.146,2422.789,2463.954,0.00106
1,2009/4/24,5,2477.156,2481.527,2445.664,2448.595,-0.006233
1,2009/4/27,1,2443.436,2452.928,2393.162,2405.348,-0.017662
1,2009/4/28,2,2382.884,2411.438,2372.343,2401.438,-0.001626
1,2009/4/29,3,2401.658,2477.725,2395.483,2468.192,0.027798
1,2009/4/30,4,2477.928,2491.072,2461.365,2477.569,0.003799
1,2009/5/4,1,2486.685,2560.544,2486.225,2559.911,0.033235
1,2009/5/5,2,2577.429,2590.776,2552.39,2567.337,0.002901
1,2009/5/6,3,2563.564,2596.925,2552.632,2592.52,0.009809
1,2009/5/7,4,2612.123,2622.112,2566.121,2597.447,0.0019
1,2009/5/8,5,2586.759,2634.061,2574.572,2625.645,0.010856
1,2009/5/11,1,2646.287,2663.95,2579.747,2579.747,-0.017481
1,2009/5/12,2,2562.363,2619.692,2558.963,2618.172,0.014895
1,2009/5/13,3,2629.031,2670.213,2608.317,2663.766,0.017414
1,2009/5/14,4,2631.445,2651.488,2610.223,2639.887,-0.008964
1,2009/5/15,5,2646.891,2661.366,2623.364,2645.263,0.002036
1,2009/5/18,1,2632.569,2656.844,2589.613,2652.779,0.002841
1,2009/5/19,2,2679.396,2688.112,2660.56,2676.682,0.009011
1,2009/5/20,3,2680.547,2686.345,2651.011,2651.414,-0.00944
1,2009/5/21,4,2639.141,2663.227,2598.869,2610.622,-0.015385
1,2009/5/22,5,2595.988,2617.749,2578.593,2597.601,-0.004988
1,2009/5/25,1,2555.342,2618.359,2538.622,2610.01,0.004777
1,2009/5/26,2,2615.006,2618.8,2585.91,2588.575,-0.008213
1,2009/5/27,3,2601.24,2635.313,2592.794,2624.893,0.01403
1,2009/6/1,1,2668.4,2726.716,2668.4,2721.28,0.03672
1,2009/6/2,2,2739.442,2750.88,2713.466,2724.302,0.001111
1,2009/6/3,3,2722.266,2778.683,2717.863,2778.589,0.019927
1,2009/6/4,4,2753.248,2778.242,2728.199,2767.244,-0.004083
1,2009/6/5,5,2783.859,2791.649,2750.377,2753.891,-0.004825
1,2009/6/8,1,2753.345,2795.149,2729.028,2768.336,0.005245
1,2009/6/9,2,2766.51,2788.366,2721.854,2787.887,0.007062
1,2009/6/10,3,2796.903,2820.575,2789.996,2816.247,0.010173
1,2009/6/11,4,2812.279,2828.739,2787.449,2797.32,-0.006721
1,2009/6/12,5,2793.968,2812.679,2722.217,2743.762,-0.019146
1,2009/6/15,1,2743.031,2790.977,2727.739,2789.549,0.016688
1,2009/6/16,2,2762.741,2797.483,2753.694,2776.022,-0.004849
1,2009/6/17,3,2771.521,2813.613,2744.218,2810.123,0.012284
1,2009/6/18,4,2812.989,2855.415,2810.853,2853.903,0.015579
1,2009/6/19,5,2861.177,2886.499,2847.358,2880.492,0.009317
1,2009/6/22,1,2900.572,2923.236,2884.131,2896.302,0.005489
1,2009/6/23,2,2853.491,2941.055,2841.902,2892.697,-0.001245
1,2009/6/24,3,2889.046,2923.47,2880.285,2922.299,0.010233
1,2009/6/25,4,2926.62,2946.898,2909.09,2925.046,0.00094
1,2009/6/26,5,2930.502,2937.614,2910.345,2928.211,0.001082
1,2009/6/29,1,2930.313,2976.922,2918.39,2975.314,0.016086
1,2009/6/30,2,2990.118,2997.272,2953.364,2959.362,-0.005361
1,2009/7/1,3,2950.169,3009.706,2947.69,3008.15,0.016486
1,2009/7/2,4,3015.077,3062.564,3015.077,3060.254,0.017321
1,2009/7/3,5,3035.814,3088.862,3029.546,3088.367,0.009186
1,2009/7/6,1,3091.478,3128.31,3090.099,3124.667,0.011754
1,2009/7/7,2,3118.268,3130.067,3077.476,3089.45,-0.011271
1,2009/7/8,3,3057.46,3097.964,3011.214,3080.774,-0.002808
1,2009/7/9,4,3073.518,3123.51,3064.209,3123.035,0.013718
1,2009/7/10,5,3124.789,3140.044,3099.987,3113.932,-0.002915
1,2009/7/13,1,3098.956,3112.875,3076.302,3080.556,-0.010718
1,2009/7/14,2,3088.58,3147.592,3088.58,3145.157,0.020971
1,2009/7/15,3,3156.625,3188.91,3156.625,3188.551,0.013797
1,2009/7/16,4,3209.775,3221.068,3175.957,3183.742,-0.001508
1,2009/7/17,5,3181.063,3197.231,3158.566,3189.741,0.001884
1,2009/7/20,1,3203.888,3269.18,3192.904,3266.92,0.024196
1,2009/7/21,2,3275.667,3279.587,3207.501,3213.206,-0.016442
1,2009/7/22,3,3207.987,3301.427,3207.257,3296.615,0.025958
1,2009/7/23,4,3301.103,3331.063,3289.224,3328.49,0.009669
1,2009/7/24,5,3343.756,3398.049,3306.911,3372.603,0.013253
1,2009/7/27,1,3377.716,3435.933,3376.286,3435.212,0.018564
1,2009/7/28,2,3434.32,3439.924,3392.428,3438.371,0.00092
1,2009/7/29,3,3419.991,3454.019,3174.214,3266.432,-0.050006
1,2009/7/30,4,3281.203,3336.64,3215.753,3321.56,0.016877
1,2009/7/31,5,3354.679,3414.145,3333.718,3412.062,0.027247
1,2009/8/3,1,3429.693,3465.173,3398.448,3462.59,0.014809
1,2009/8/4,2,3477.112,3478.01,3404.818,3471.442,0.002556
1,2009/8/5,3,3467.047,3468.097,3385.424,3428.501,-0.01237
1,2009/8/6,4,3401.479,3419.744,3309.606,3356.33,-0.02105
1,2009/8/7,5,3352.659,3374.461,3244.101,3260.69,-0.028495
1,2009/8/10,1,3287.759,3307.885,3201.06,3249.76,-0.003352
1,2009/8/11,2,3261.406,3273.021,3222.707,3264.726,0.004605
1,2009/8/12,3,3255.985,3255.986,3104.565,3112.719,-0.04656
1,2009/8/13,4,3112.573,3150.365,3060.119,3140.56,0.008944
1,2009/8/14,5,3138.146,3146.005,3039.305,3046.972,-0.0298
1,2009/8/17,1,2994.866,3020.264,2867.394,2870.63,-0.057875
1,2009/8/18,2,2845.335,2920.639,2827.113,2910.884,0.014023
1,2009/8/19,3,2916.095,2929.063,2761.395,2785.584,-0.043045
1,2009/8/20,4,2798.37,2914.64,2798.37,2911.582,0.045232
1,2009/8/21,5,2905.053,2969.521,2883.273,2960.771,0.016894
1,2009/8/24,1,2982.192,3004.904,2944.923,2993.429,0.01103
1,2009/8/25,2,2980.1,2980.1,2823.637,2915.803,-0.025932
1,2009/8/26,3,2889.735,2995.803,2872.264,2967.595,0.017763
1,2009/8/27,4,2947.827,2988.028,2909.893,2946.395,-0.007144
1,2009/8/28,5,2938.423,2949.432,2843.109,2860.688,-0.029089
1,2009/8/31,1,2817.629,2817.629,2662.997,2667.745,-0.067446
1,2009/9/1,2,2649.168,2727.077,2639.759,2683.724,0.00599
1,2009/9/2,3,2681.33,2729.706,2669.217,2714.974,0.011644
1,2009/9/3,4,2722.305,2854.161,2715.619,2845.024,0.047901
1,2009/9/4,5,2841.171,2875.983,2827.576,2861.609,0.005829
1,2009/9/7,1,2877.622,2919.35,2860,2881.116,0.006817
1,2009/9/8,2,2865.695,2931.23,2831.852,2930.475,0.017132
1,2009/9/9,3,2944.174,2962.287,2900.111,2946.259,0.005386
1,2009/9/10,4,2934.958,2958.954,2911.212,2924.883,-0.007255
1,2009/9/11,5,2917.193,2999.328,2915.904,2989.792,0.022192
1,2009/9/14,1,2990.933,3033.083,2984.835,3026.741,0.012358
1,2009/9/15,2,3029.097,3050.426,2999.433,3033.728,0.002308
1,2009/9/16,3,3027.506,3028.564,2960.591,2999.71,-0.011213
1,2009/9/17,4,3015.586,3064.234,3015.586,3060.26,0.020185
1,2009/9/18,5,3063.309,3068.028,2940.83,2962.667,-0.03189
1,2009/9/21,1,2937.926,2968.701,2871.646,2967.011,0.001466
1,2009/9/22,2,2956.129,2982.895,2896.937,2897.553,-0.02341
1,2009/9/23,3,2897.808,2924.198,2825.859,2842.721,-0.018924
1,2009/9/24,4,2824.583,2886.256,2783.106,2853.554,0.003811
1,2009/9/25,5,2836.699,2864.075,2812.918,2838.842,-0.005156
1,2009/9/28,1,2844.37,2857.948,2752.773,2763.525,-0.026531
1,2009/9/29,2,2763.764,2779.691,2712.299,2754.54,-0.003251
1,2009/9/30,3,2772.569,2803.858,2763.712,2779.426,0.009035
1,2009/10/9,5,2840.131,2912.55,2834.618,2911.715,0.047596
1,2009/10/12,1,2927.021,2932.078,2893.573,2894.483,-0.005918
1,2009/10/13,2,2889.788,2937.824,2886.959,2936.191,0.014409
1,2009/10/14,3,2945.669,3010.611,2943.742,2970.532,0.011696
1,2009/10/15,4,2994.89,3014.26,2967.108,2979.788,0.003116
1,2009/10/16,5,2992.745,3008.179,2931.92,2976.633,-0.001059
1,2009/10/19,1,2974.644,3039.605,2962.307,3038.273,0.020708
1,2009/10/20,2,3062.551,3084.944,3053.643,3084.454,0.0152
1,2009/10/21,3,3080.52,3105.514,3062.56,3070.589,-0.004495
1,2009/10/22,4,3068.678,3080.663,3045.033,3051.412,-0.006245
1,2009/10/23,5,3057.387,3123.463,3057.387,3107.847,0.018495
1,2009/10/26,1,3114.294,3123.364,3083.183,3109.566,0.000553
1,2009/10/27,2,3086.091,3086.091,3020.494,3021.459,-0.028334
1,2009/10/28,3,3014.182,3038.059,2974.258,3031.329,0.003267
1,2009/10/29,4,2975.199,2993.435,2952.014,2960.466,-0.023377
1,2009/10/30,5,3007.25,3027.131,2983.93,2995.848,0.011951
1,2009/11/2,1,2933.817,3077.907,2923.525,3076.649,0.026971
1,2009/11/3,2,3085.744,3121.202,3078.944,3114.227,0.012214
1,2009/11/4,3,3119.313,3141.453,3096.354,3128.537,0.004595
1,2009/11/5,4,3133.505,3158.718,3122.524,3155.053,0.008476
1,2009/11/6,5,3176.137,3183.574,3156.993,3164.037,0.002847
1,2009/11/9,1,3162.146,3176.661,3141.77,3175.585,0.00365
1,2009/11/10,2,3203.171,3211.105,3176.255,3178.61,0.000953
1,2009/11/11,3,3176.311,3186.595,3149.071,3175.192,-0.001075
1,2009/11/12,4,3181.457,3199.869,3163.078,3172.945,-0.000708
1,2009/11/13,5,3164.65,3189.091,3127.502,3187.647,0.004634
1,2009/11/16,1,3206.428,3275.549,3206.428,3275.048,0.027419
1,2009/11/17,2,3291.044,3298.379,3275.305,3282.889,0.002394
1,2009/11/18,3,3287.265,3315.872,3274.212,3303.234,0.006197
1,2009/11/19,4,3311.188,3329.028,3285.805,3320.612,0.005261
1,2009/11/20,5,3309.376,3332.531,3280.184,3308.346,-0.003694
1,2009/11/23,1,3312.974,3339.305,3305.502,3338.663,0.009164
1,2009/11/24,2,3352.22,3361.386,3214.026,3223.526,-0.034486
1,2009/11/25,3,3214.815,3291.173,3188.019,3290.165,0.020673
1,2009/11/26,4,3296.014,3305.327,3160.35,3170.98,-0.036225
1,2009/11/27,5,3137.297,3169.755,3080.885,3096.265,-0.023562
1,2009/11/30,1,3114.29,3195.879,3114.29,3195.301,0.031986
1,2009/12/1,2,3191.058,3240.661,3173.416,3235.363,0.012538
1,2009/12/2,3,3252.979,3278.27,3245.964,3269.752,0.010629
1,2009/12/3,4,3267.995,3270.367,3227.772,3264.628,-0.001567
1,2009/12/4,5,3256.614,3319.129,3214.84,3317.044,0.016056
1,2009/12/7,1,3313.06,3334.011,3302.134,3331.897,0.004478
1,2009/12/8,2,3330.326,3330.382,3260.671,3296.664,-0.010574
1,2009/12/9,3,3258.003,3284.645,3228.204,3239.568,-0.017319
1,2009/12/10,4,3258.354,3276.126,3225.562,3254.264,0.004536
1,2009/12/11,5,3260.448,3280.939,3242.373,3247.318,-0.002134
1,2009/12/14,1,3246.951,3315.034,3178.229,3302.904,0.017118
1,2009/12/15,2,3283.598,3303.176,3267.935,3274.46,-0.008612
1,2009/12/16,3,3262.862,3299.331,3246.607,3255.213,-0.005878
1,2009/12/17,4,3261.608,3272.975,3176.626,3179.078,-0.023389
1,2009/12/18,5,3154.815,3169.582,3108.03,3113.886,-0.020507
1,2009/12/21,1,3108.067,3123.986,3088.003,3122.973,0.002918
1,2009/12/22,2,3126.615,3129.314,3039.858,3050.52,-0.0232
1,2009/12/23,3,3048.199,3078.837,3041.348,3073.777,0.007624
1,2009/12/24,4,3080.874,3156.531,3075.107,3153.41,0.025907
1,2009/12/25,5,3149.226,3154.774,3128.15,3141.353,-0.003823
1,2009/12/28,1,3148.86,3202.087,3148.86,3188.785,0.015099
1,2009/12/29,2,3190.172,3212.516,3166.758,3211.761,0.007205
1,2009/12/30,3,3211.828,3267.001,3206.217,3262.6,0.015829
1,2009/12/31,4,3264.998,3282.211,3250.026,3277.139,0.004456
1,2010/1/4,1,3289.75,3295.279,3243.319,3243.76,-0.010185
1,2010/1/5,2,3254.468,3290.512,3221.462,3282.179,0.011844
1,2010/1/6,3,3277.517,3295.868,3253.044,3254.215,-0.00852
1,2010/1/7,4,3253.991,3268.819,3176.707,3192.776,-0.01888
1,2010/1/8,5,3177.259,3198.92,3149.017,3195.997,0.001009
1,2010/1/11,1,3301.611,3306.751,3197.328,3212.75,0.005242
1,2010/1/12,2,3205.705,3275.202,3180.085,3273.966,0.019054
1,2010/1/13,3,3204.976,3232.818,3165.485,3172.658,-0.030944
1,2010/1/14,4,3183.381,3219.016,3165.596,3215.55,0.013519
1,2010/1/15,5,3217.19,3241.815,3197.221,3224.152,0.002675
1,2010/1/18,1,3213.637,3238.242,3202.207,3237.098,0.004015
1,2010/1/19,2,3242.216,3268.806,3236.839,3246.874,0.00302
1,2010/1/20,3,3252.037,3255.128,3148.334,3151.85,-0.029266
1,2010/1/21,4,3154.189,3176.147,3126.902,3158.863,0.002225
1,2010/1/22,5,3118.724,3147.829,3062.629,3128.588,-0.009584
1,2010/1/25,1,3103.32,3136.999,3092.926,3094.411,-0.010924
1,2010/1/26,2,3094.848,3107.198,3001.956,3019.394,-0.024243
1,2010/1/27,3,3020.54,3028.647,2972.627,2986.607,-0.010859
1,2010/1/28,4,2985.214,3006.039,2963.891,2994.143,0.002523
1,2010/1/29,5,2979.743,3024.848,2968.453,2989.292,-0.00162
1,2010/2/1,1,2981.374,2981.374,2912.887,2941.36,-0.016035
1,2010/2/2,2,2955.753,2990.748,2930.559,2934.713,-0.00226
1,2010/2/3,3,2945.034,3005.131,2890.021,3003.835,0.023553
1,2010/2/4,4,2983.05,3015.126,2968.68,2995.308,-0.002839
1,2010/2/5,5,2936.197,2959.233,2918.909,2939.402,-0.018665
1,2010/2/8,1,2936.452,2954.266,2922.187,2935.174,-0.001438
1,2010/2/9,2,2932.09,2957.474,2929.21,2948.842,0.004657
1,2010/2/10,3,2967.138,2983.179,2958.217,2982.5,0.011414
1,2010/2/11,4,2985.082,3001.636,2976.079,2985.499,0.001006
1,2010/2/12,5,2996.088,3018.858,2993.437,3018.133,0.010931
1,2010/2/22,1,3016.703,3026.659,3002.811,3003.398,-0.004882
1,2010/2/23,2,2998.907,2998.907,2938.753,2982.575,-0.006933
1,2010/2/24,3,2964.984,3023.739,2955.069,3022.177,0.013278
1,2010/2/25,4,3026.656,3063.004,3022.373,3060.618,0.01272
1,2010/2/26,5,3053.498,3067.525,3041.689,3051.943,-0.002834
1,2010/3/1,1,3057.006,3093.095,3054.554,3087.842,0.011763
1,2010/3/2,2,3089.706,3095.992,3060.956,3073.108,-0.004772
1,2010/3/3,3,3074.099,3098.456,3061.467,3097.005,0.007776
1,2010/3/4,4,3098.069,3102.398,3016.215,3023.373,-0.023775
1,2010/3/5,5,3026.639,3044.165,3011.088,3031.065,0.002544
1,2010/3/8,1,3036.415,3058.832,3030.905,3053.232,0.007313
1,2010/3/9,2,3053.26,3084.85,3028.69,3069.141,0.005211
1,2010/3/10,3,3067.15,3085.994,3034.739,3048.927,-0.006586
1,2010/3/11,4,3050.644,3070.935,3025.309,3051.282,0.000772
1,2010/3/12,5,3051.474,3057.519,3011.972,3013.412,-0.012411
1,2010/3/15,1,3010.722,3013.517,2963.494,2976.939,-0.012104
1,2010/3/16,2,2974.487,2993.843,2963.438,2992.841,0.005342
1,2010/3/17,3,2999.815,3050.757,2994.893,3050.479,0.019259
1,2010/3/18,4,3053.158,3063.586,3035.019,3046.089,-0.001439
1,2010/3/19,5,3046.749,3069.662,3031.023,3067.75,0.007111
1,2010/3/22,1,3069.66,3083.345,3061.759,3074.576,0.002225
1,2010/3/23,2,3076.957,3082.965,3051.211,3053.125,-0.006977
1,2010/3/24,3,3058.928,3076.749,3052.213,3056.808,0.001206
1,2010/3/25,4,3051.356,3051.356,3012.308,3019.176,-0.012311
1,2010/3/26,5,3017.215,3067.707,3009.905,3059.715,0.013427
1,2010/3/29,1,3076.048,3130.279,3071.69,3123.798,0.020944
1,2010/3/30,2,3123.832,3132.576,3113.767,3128.468,0.001495
1,2010/3/31,3,3129.574,3130.112,3101.756,3109.105,-0.006189
1,2010/4/1,4,3111.935,3148.344,3111.935,3147.416,0.012322
1,2010/4/2,5,3154.77,3159.598,3141.866,3157.957,0.003349
1,2010/4/6,2,3170.612,3177.968,3141.93,3158.681,0.000229
1,2010/4/7,3,3156.314,3161.081,3132.236,3148.222,-0.003311
1,2010/4/8,4,3143.451,3143.827,3110.256,3118.709,-0.009374
1,2010/4/9,5,3118.926,3146.459,3114.788,3145.347,0.008541
1,2010/4/12,1,3151.888,3156.211,3111.899,3129.263,-0.005114
1,2010/4/13,2,3129.692,3173.634,3101.483,3161.251,0.010222
1,2010/4/14,3,3161.551,3167.658,3145.555,3166.183,0.00156
1,2010/4/15,4,3168.139,3181.663,3135.99,3164.966,-0.000384
1,2010/4/16,5,3159.672,3159.672,3121.366,3130.302,-0.010952
1,2010/4/19,1,3096.785,3096.785,2977.774,2980.297,-0.04792
1,2010/4/20,2,2980.081,2998.913,2941.35,2979.533,-0.000256
1,2010/4/21,3,2984.618,3034.327,2972.096,3033.278,0.018038
1,2010/4/22,4,3021.289,3023.641,2978.457,2999.484,-0.011141
1,2010/4/23,5,2995.568,3015.633,2966.785,2983.537,-0.005317
1,2010/4/26,1,2988.077,2996.828,2965.832,2969.503,-0.004704
1,2010/4/27,2,2962.145,2962.145,2866.342,2907.928,-0.020736
1,2010/4/28,3,2883.167,2916.676,2865.469,2900.331,-0.002613
1,2010/4/29,4,2912.196,2928.93,2867.938,2868.432,-0.010998
1,2010/4/30,5,2867.649,2875.806,2820.949,2870.611,0.00076
1,2010/5/4,2,2821.354,2862.555,2809.132,2835.277,-0.012309
1,2010/5/5,3,2804.514,2857.293,2770.328,2857.151,0.007715
1,2010/5/6,4,2838.951,2838.951,2734.999,2739.702,-0.041107
1,2010/5/7,5,2685.992,2732.183,2665.812,2688.383,-0.018732
1,2010/5/10,1,2690.859,2713.061,2646.589,2698.757,0.003859
1,2010/5/11,2,2745.604,2751.07,2638.533,2647.574,-0.018965
1,2010/5/12,3,2628.019,2668.118,2604.198,2655.714,0.003075
1,2010/5/13,4,2653.579,2711.066,2646.896,2710.507,0.020632
1,2010/5/14,5,2692.096,2712.863,2677.19,2696.629,-0.00512
1,2010/5/17,1,2663.882,2663.882,2557.239,2559.931,-0.050692
1,2010/5/18,2,2555.141,2603.32,2529.625,2594.783,0.013614
1,2010/5/19,3,2581.63,2623.959,2554.984,2587.807,-0.002688
1,2010/5/20,4,2571.54,2609.639,2551.452,2555.94,-0.012314
1,2010/5/21,5,2492.575,2584.452,2481.974,2583.522,0.010791
1,2010/5/24,1,2596.318,2680.493,2596.318,2673.423,0.034798
1,2010/5/25,2,2654.359,2659.74,2609.086,2622.63,-0.018999
1,2010/5/26,3,2620.853,2644.941,2610.51,2625.793,0.001206
1,2010/5/27,4,2615.105,2662.081,2583.548,2655.918,0.011473
1,2010/5/28,5,2680.403,2686.542,2641.405,2655.767,-0.000057
1,2010/5/31,1,2647.868,2665.39,2591.535,2592.147,-0.023955
1,2010/6/1,2,2577.763,2598.897,2534.267,2568.283,-0.009206
1,2010/6/2,3,2548.542,2572.343,2521.057,2571.423,0.001223
1,2010/6/3,4,2575.77,2596.137,2551.529,2552.656,-0.007298
1,2010/6/4,5,2536.231,2556.969,2527.873,2553.593,0.000367
1,2010/6/7,1,2508.329,2527.104,2491.661,2511.729,-0.016394
1,2010/6/8,2,2510.084,2531.882,2491.647,2513.947,0.000883
1,2010/6/9,3,2523.879,2589.473,2501.118,2583.87,0.027814
1,2010/6/10,4,2561.549,2581.047,2554.787,2562.58,-0.00824
1,2010/6/11,5,2574.899,2590.979,2566.616,2569.942,0.002873
1,2010/6/17,4,2588.965,2595.509,2559.723,2560.245,-0.003773
1,2010/6/18,5,2556.602,2568.861,2505.327,2513.222,-0.018367
1,2010/6/21,1,2517.292,2587.34,2504.315,2586.21,0.029042
1,2010/6/22,2,2579.631,2598.353,2572.962,2588.698,0.000962
1,2010/6/23,3,2576.343,2593.673,2546.52,2569.872,-0.007272
1,2010/6/24,4,2563.639,2586.898,2554.342,2566.745,-0.001217
1,2010/6/25,5,2556.54,2572.832,2534.269,2552.817,-0.005426
1,2010/6/28,1,2550.649,2561.485,2528.385,2535.278,-0.00687
1,2010/6/29,2,2534.496,2541.142,2425.927,2427.053,-0.042688
1,2010/6/30,3,2409.542,2411.441,2382.358,2398.37,-0.011818
1,2010/7/1,4,2393.947,2410.769,2371.778,2373.792,-0.010248
1,2010/7/2,5,2371.323,2386.4,2319.739,2382.901,0.003837
1,2010/7/5,1,2358.757,2378.088,2335.571,2363.947,-0.007954
1,2010/7/6,2,2358.284,2409.783,2356.553,2409.424,0.019238
1,2010/7/7,3,2407.665,2421.679,2392.567,2421.117,0.004853
1,2010/7/8,4,2429.676,2436.283,2402.002,2415.15,-0.002465
1,2010/7/9,5,2416.58,2485.6,2398.676,2470.923,0.023093
1,2010/7/12,1,2468.541,2501.024,2455.814,2490.718,0.008011
1,2010/7/13,2,2468.69,2468.69,2439.243,2450.286,-0.016233
1,2010/7/14,3,2456.103,2494.589,2456.103,2470.44,0.008225
1,2010/7/15,4,2465.989,2487.237,2423.649,2424.304,-0.018675
1,2010/7/16,5,2414.681,2428.464,2389.071,2424.271,-0.000014
1,2010/7/19,1,2399.58,2484.194,2392.273,2475.421,0.021099
1,2010/7/20,2,2477.753,2530.331,2477.46,2528.73,0.021535
1,2010/7/21,3,2529.619,2553.452,2520.149,2535.394,0.002635
1,2010/7/22,4,2525.976,2563.239,2522.201,2562.406,0.010654
1,2010/7/23,5,2566.851,2579.523,2549.237,2572.028,0.003755
1,2010/7/26,1,2576.372,2589.484,2556.466,2588.683,0.006475
1,2010/7/27,2,2581.59,2587.997,2565.636,2575.368,-0.005144
1,2010/7/28,3,2574.322,2636.002,2564.156,2633.663,0.022636
1,2010/7/29,4,2635.048,2656.408,2623.944,2648.116,0.005488
