Indexcd,Trddt,Daywk,Opnindex,Hiindex,Loindex,Clsindex,Retindex
10,2011/10/26,3,5535.164,5672.564,5528.693,5611.907,0.009204
10,2011/10/27,4,5627.105,5658.873,5605.294,5630.291,0.003276
10,2011/10/28,5,5710.368,5784.119,5697.762,5735.241,0.01864
10,2011/10/31,1,5725.274,5737.035,5673.233,5704.493,-0.005361
10,2011/11/1,2,5655.555,5777.73,5646.149,5713.103,0.001509
10,2011/11/2,3,5628.49,5814.576,5618.906,5811.537,0.01723
10,2011/11/3,4,5832.492,5882.555,5802.118,5805.297,-0.001074
10,2011/11/4,5,5861.578,5886.33,5817.879,5848.649,0.007468
10,2011/11/7,1,5821.94,5859.326,5780.995,5788.289,-0.01032
10,2011/11/8,2,5805.443,5831.611,5763.219,5773.102,-0.002624
10,2011/11/9,3,5798.769,5834.367,5736.807,5820.512,0.008212
10,2011/11/10,4,5754.411,5772.979,5695.982,5698.582,-0.020948
10,2011/11/11,5,5709.852,5733.979,5672.062,5692.419,-0.001081
10,2011/11/14,1,5743.64,5817.271,5735.644,5809.66,0.020596
10,2011/11/15,2,5801.455,5818.161,5771.746,5796.092,-0.002335
10,2011/11/16,3,5797.23,5798.61,5607.633,5632.714,-0.028188
10,2011/11/17,4,5636.349,5665.408,5607.229,5611.45,-0.003775
10,2011/11/18,5,5571.775,5584.803,5491.998,5503.553,-0.019228
10,2011/11/21,1,5507.802,5517.733,5461.057,5509.273,0.001039
10,2011/11/22,2,5472.257,5511.541,5447.835,5507.965,-0.000237
10,2011/11/23,3,5516.014,5523.17,5436.32,5447.4,-0.010996
10,2011/11/24,4,5409.195,5493.159,5395.426,5457.988,0.001944
10,2011/11/25,5,5451.991,5478.263,5402.94,5417.196,-0.007474
10,2011/11/28,1,5435.406,5459.407,5401.458,5422.244,0.000932
10,2011/11/29,2,5469.151,5500.202,5437.504,5498.016,0.013974
10,2011/11/30,3,5477.983,5484.054,5288.592,5315.461,-0.033204
10,2011/12/1,4,5477.802,5556.888,5441.018,5455.71,0.026385
10,2011/12/2,5,5428.701,5440.097,5375.262,5407.433,-0.008849
10,2011/12/5,1,5418.514,5418.597,5341.606,5351.62,-0.010322
10,2011/12/6,2,5338.125,5358.482,5305.41,5336.895,-0.002752
10,2011/12/7,3,5341.188,5381.497,5326.516,5369.204,0.006054
10,2011/12/8,4,5361.321,5411.62,5300.722,5364.817,-0.000817
10,2011/12/9,5,5324.377,5364.462,5311.945,5323.361,-0.007727
10,2011/12/12,1,5313.693,5323.287,5270.098,5273.061,-0.009449
10,2011/12/13,2,5249.882,5262.752,5145.915,5152.475,-0.022868
10,2011/12/14,3,5139.545,5177.592,5093.656,5105.002,-0.009214
10,2011/12/15,4,5070.852,5082.004,4980.995,4982.208,-0.024054
10,2011/12/16,5,4980.8,5086.22,4962.791,5084.245,0.02048
10,2011/12/19,1,5042.151,5078.747,4939.323,5071.067,-0.002592
10,2011/12/20,2,5054.842,5133.147,5046.323,5056.792,-0.002815
10,2011/12/21,3,5099.107,5118.982,4978.069,4982.737,-0.014645
10,2011/12/22,4,4954.531,5022.641,4895.037,4986.391,0.000733
10,2011/12/23,5,4978.188,5071.567,4968.312,5024.677,0.007678
10,2011/12/26,1,4997.045,5043.867,4973.316,4975.945,-0.009699
10,2011/12/27,2,4969.636,5005.635,4919.868,4925.611,-0.010115
10,2011/12/28,3,4907.93,4939.384,4852.712,4934.79,0.001864
10,2011/12/29,4,4912.957,4966.213,4905.56,4938.936,0.00084
10,2011/12/30,5,4955.764,5017.996,4955.764,5009.285,0.014244
10,2012/1/4,3,5043.258,5052.301,4922.101,4923.873,-0.017051
10,2012/1/5,4,4910.138,4980.985,4886.146,4893.925,-0.006082
10,2012/1/6,5,4889.55,4934.147,4857.905,4931.612,0.007701
10,2012/1/9,1,4933.437,5097.486,4896.231,5096.762,0.033488
10,2012/1/10,2,5090.731,5260.434,5080.898,5252.781,0.030611
10,2012/1/11,3,5245.766,5265.819,5197.176,5222.382,-0.005787
10,2012/1/12,4,5206.392,5289.637,5199.835,5234.399,0.002301
10,2012/1/13,5,5240.643,5255.036,5117.659,5161.343,-0.013957
10,2012/1/16,1,5126.074,5165.298,5066.902,5067.766,-0.01813
10,2012/1/17,2,5073.007,5310.623,5031.029,5310.623,0.047922
10,2012/1/18,3,5312.338,5360.446,5218.949,5234.837,-0.014271
10,2012/1/19,4,5239.048,5357.921,5223.758,5336.068,0.019338
10,2012/1/20,5,5352.303,5418.588,5326.917,5405.799,0.013068
10,2012/1/30,1,5416.653,5416.653,5314.377,5315.594,-0.016687
10,2012/1/31,2,5319.232,5345.686,5287.211,5321.344,0.001082
10,2012/2/1,3,5307.815,5352.267,5225.66,5238.752,-0.015521
10,2012/2/2,4,5257.223,5370.137,5242.016,5370.137,0.025079
10,2012/2/3,5,5353.245,5431.316,5337.117,5411.966,0.007789
10,2012/2/6,1,5422.439,5441.074,5364.077,5400.256,-0.002164
10,2012/2/7,2,5366.236,5368.891,5268.394,5302.91,-0.018026
10,2012/2/8,3,5300.264,5462.566,5289.903,5451.61,0.028041
10,2012/2/9,4,5447.404,5487.117,5419.614,5451.416,-0.000036
10,2012/2/10,5,5433.972,5515.958,5430.678,5457.077,0.001038
10,2012/2/13,1,5395.505,5493.364,5378.133,5447.125,-0.001824
10,2012/2/14,2,5439.918,5447.097,5386.798,5421.854,-0.004639
10,2012/2/15,3,5407.581,5504.01,5396.36,5474.868,0.009778
10,2012/2/16,4,5465.315,5491.801,5408.817,5445.258,-0.005408
10,2012/2/17,5,5479.279,5493.675,5422.722,5452.497,0.001329
10,2012/2/20,1,5527.963,5532.222,5458.737,5461.907,0.001726
10,2012/2/21,2,5470.242,5506.305,5418.701,5504.684,0.007832
10,2012/2/22,3,5508.292,5574.3,5491.47,5567.566,0.011423
10,2012/2/23,4,5563.571,5600.361,5550.819,5582.31,0.002648
10,2012/2/24,5,5585.591,5669.001,5575.058,5668.822,0.015498
10,2012/2/27,1,5690.131,5761.31,5682.835,5683.642,0.002614
10,2012/2/28,2,5676.622,5722.408,5661.28,5706.492,0.00402
10,2012/2/29,3,5694.642,5714.36,5642.925,5649.047,-0.010067
10,2012/3/1,4,5623.814,5673.335,5621.158,5643.441,-0.000992
10,2012/3/2,5,5653.822,5735.003,5653.822,5734.665,0.016165
10,2012/3/5,1,5749.777,5761.338,5689.79,5693.94,-0.007102
10,2012/3/6,2,5677.049,5682.135,5589.851,5598.934,-0.016685
10,2012/3/7,3,5546.567,5608.232,5540.142,5556.021,-0.007664
10,2012/3/8,4,5576.008,5649.173,5576.008,5628.611,0.013065
10,2012/3/9,5,5646.498,5679.626,5617.376,5678.843,0.008924
10,2012/3/12,1,5677.271,5680.998,5611.502,5649.829,-0.005109
10,2012/3/13,2,5647.223,5706.747,5638.765,5705.166,0.009794
10,2012/3/14,3,5733.109,5758.046,5533.884,5555.102,-0.026303
10,2012/3/15,4,5548.644,5578.582,5489.264,5504.548,-0.0091
10,2012/3/16,5,5517.416,5578.583,5482.848,5576.321,0.013039
10,2012/3/19,1,5563.663,5592.19,5522.216,5588.079,0.002109
10,2012/3/20,2,5574.573,5574.573,5497.204,5498.686,-0.015997
10,2012/3/21,3,5528.191,5561.316,5472.986,5510.855,0.002213
10,2012/3/22,4,5510.214,5538.809,5473.595,5506.606,-0.000771
10,2012/3/23,5,5488.862,5499.184,5430.484,5450.022,-0.010276
10,2012/3/26,1,5449.085,5468.847,5419.592,5450.044,0.000004
10,2012/3/27,2,5474.604,5484.824,5435.042,5442.401,-0.001402
10,2012/3/28,3,5424.237,5428.353,5287.825,5296.26,-0.026852
10,2012/3/29,4,5273.155,5296.355,5199.49,5224.63,-0.013525
10,2012/3/30,5,5237.611,5265.363,5222.328,5262.412,0.007232
10,2012/4/5,4,5247.145,5382.307,5226.739,5372.759,0.020969
10,2012/4/6,5,5364.568,5391.479,5344.692,5379.55,0.001264
10,2012/4/9,1,5360.381,5376.059,5324.33,5326.701,-0.009824
10,2012/4/10,2,5318.196,5381.804,5257.816,5380.74,0.010145
10,2012/4/11,3,5328.42,5418.868,5316.632,5378.362,-0.000442
10,2012/4/12,4,5383.194,5489.376,5370.787,5487.773,0.020343
10,2012/4/13,5,5493.234,5538.496,5486.247,5510.289,0.004103
10,2012/4/16,1,5477.445,5524.557,5468.408,5500.2,-0.001831
10,2012/4/17,2,5495.759,5510.286,5429.866,5431.205,-0.012544
10,2012/4/18,3,5448.975,5562.12,5441.349,5557.259,0.023209
10,2012/4/19,4,5555.577,5576.844,5531.423,5554.611,-0.000476
10,2012/4/20,5,5544.228,5628.367,5539.532,5627.794,0.013175
10,2012/4/23,1,5621.748,5644.5,5570.21,5585.416,-0.00753
10,2012/4/24,2,5564.025,5668.625,5501.876,5595.8,0.001859
10,2012/4/25,3,5581.345,5649.59,5572.349,5635.666,0.007124
10,2012/4/26,4,5650.588,5667.648,5609.638,5640.916,0.000932
10,2012/4/27,5,5641.187,5658.229,5624.155,5630.8,-0.001793
10,2012/5/2,3,5706.766,5780.609,5668.978,5748.685,0.020936
10,2012/5/3,4,5739.026,5768.22,5730.047,5760.972,0.002137
10,2012/5/4,5,5755.964,5808.994,5726.267,5807.639,0.008101
10,2012/5/7,1,5772.788,5802.286,5751.589,5800.73,-0.00119
10,2012/5/8,2,5799.475,5800.591,5735.173,5787.828,-0.002224
10,2012/5/9,3,5739.702,5741.977,5679.908,5684.508,-0.017851
10,2012/5/10,4,5685.555,5706.979,5666.364,5687.291,0.00049
10,2012/5/11,5,5677.766,5704.382,5640.144,5641.498,-0.008052
10,2012/5/14,1,5678.749,5685.307,5589.558,5596.068,-0.008053
10,2012/5/15,2,5558.556,5601.371,5544.305,5598.933,0.000512
10,2012/5/16,3,5583.742,5591.319,5513.137,5515.181,-0.014959
10,2012/5/17,4,5520.787,5614.351,5505.542,5601.945,0.015732
10,2012/5/18,5,5562.881,5578.555,5505.101,5519.847,-0.014655
10,2012/5/21,1,5517.35,5579.888,5497.164,5544.463,0.00446
10,2012/5/22,2,5567.029,5625.874,5563.43,5624.787,0.014487
10,2012/5/23,3,5613.911,5641.33,5561.054,5598.713,-0.004636
10,2012/5/24,4,5590.491,5629.818,5548.64,5562.739,-0.006425
10,2012/5/25,5,5564.274,5582.935,5504.556,5519.79,-0.007721
10,2012/5/28,1,5501.714,5597.182,5462.994,5596.082,0.013822
10,2012/5/29,2,5597.157,5688.658,5591.385,5677.531,0.014555
10,2012/5/30,3,5667.547,5683.861,5648.237,5661.268,-0.002864
10,2012/5/31,4,5617.291,5661.812,5606.606,5632.061,-0.005159
10,2012/6/1,5,5636.624,5676.284,5617.048,5636.456,0.00078
10,2012/6/4,1,5568.858,5579.945,5475.162,5476.18,-0.028436
10,2012/6/5,2,5488.899,5508.923,5456.406,5479.895,0.000678
10,2012/6/6,3,5491.243,5514.05,5460.741,5483.247,0.000612
10,2012/6/7,4,5527.888,5537.519,5438.47,5450.958,-0.005889
10,2012/6/8,5,5484.11,5484.598,5398.561,5406.556,-0.008146
10,2012/6/11,1,5416.808,5489.288,5403.281,5472.799,0.012252
10,2012/6/12,2,5440.874,5458.617,5405.083,5431.342,-0.007575
10,2012/6/13,3,5443.917,5519.757,5427.79,5518.21,0.015994
10,2012/6/14,4,5499.539,5520.735,5467.276,5472.294,-0.008321
10,2012/6/15,5,5481.747,5520.32,5436.286,5498.33,0.004758
10,2012/6/18,1,5517.086,5547.661,5503.575,5520.012,0.003943
10,2012/6/19,2,5512.916,5517.096,5474.525,5479.618,-0.007318
10,2012/6/20,3,5489.367,5506.636,5462.442,5467.598,-0.002194
10,2012/6/21,4,5457.402,5457.402,5361.719,5379.319,-0.016146
10,2012/6/25,1,5355.416,5355.639,5264.026,5267.786,-0.020734
10,2012/6/26,2,5235.803,5283.512,5220.716,5261.356,-0.001221
10,2012/6/27,3,5256.98,5291.113,5236.051,5244.025,-0.003294
10,2012/6/28,4,5251.883,5267.352,5192.434,5194.787,-0.009389
10,2012/6/29,5,5178.761,5282.427,5175.278,5279.948,0.016394
10,2012/7/2,1,5301.861,5302.877,5251.201,5277.588,-0.000447
10,2012/7/3,2,5275.833,5331.296,5258.369,5282.907,0.001008
10,2012/7/4,3,5295.233,5309.017,5258.729,5282.495,-0.000078
10,2012/7/5,4,5251.272,5251.272,5188.014,5211.482,-0.013443
10,2012/7/6,5,5214.586,5290.45,5175.316,5279.591,0.013069
10,2012/7/9,1,5241.77,5266.673,5144.52,5147.82,-0.024959
10,2012/7/10,2,5139.558,5170.836,5117.237,5127.893,-0.003871
10,2012/7/11,3,5118.681,5163.829,5114.343,5160.51,0.006361
10,2012/7/12,4,5148.586,5223.622,5103.378,5197.465,0.007161
10,2012/7/13,5,5179.557,5241.189,5174.658,5200.095,0.000506
10,2012/7/16,1,5210.213,5210.213,5101.867,5102.612,-0.018746
10,2012/7/17,2,5087.897,5158.459,5085.948,5141.138,0.00755
10,2012/7/18,3,5138.295,5157.384,5063.563,5148.59,0.001449
10,2012/7/19,4,5133.081,5216.15,5119.656,5175.593,0.005245
10,2012/7/20,5,5159.127,5175.933,5112.589,5128.499,-0.009099
10,2012/7/23,1,5090.574,5090.574,5038.488,5056.309,-0.014076
10,2012/7/24,2,5030.197,5107.005,5028.978,5071.819,0.003067
10,2012/7/25,3,5055.983,5086.973,5037.559,5044.36,-0.005414
10,2012/7/26,4,5045.38,5079.874,5015.3,5021.012,-0.004629
10,2012/7/27,5,5037.371,5064.062,5010.368,5025.832,0.00096
10,2012/7/30,1,5031.403,5064.536,4988.637,4995.179,-0.006099
10,2012/7/31,2,4997.475,5030.742,4987.518,4996.967,0.000358
10,2012/8/1,3,4997.471,5073.088,4996.764,5048.258,0.010264
10,2012/8/2,4,5037.787,5049.91,4983.469,5004.628,-0.008643
10,2012/8/3,5,5016.623,5040.82,4992.991,5039.677,0.007003
10,2012/8/6,1,5034,5108.516,5028.51,5103.043,0.012573
10,2012/8/7,2,5096.631,5109.781,5083.078,5103.073,0.000006
10,2012/8/8,3,5109.118,5141.655,5095.209,5109.881,0.001334
10,2012/8/9,4,5107.284,5151.023,5083.867,5149.373,0.007729
10,2012/8/10,5,5145.382,5156.402,5119.566,5126.367,-0.004468
10,2012/8/13,1,5113.761,5113.761,5018.816,5022.589,-0.020244
10,2012/8/14,2,5025.061,5034.314,4968.08,5029.752,0.001426
10,2012/8/15,3,5015.949,5015.949,4958.419,4961.331,-0.013603
10,2012/8/16,4,4954.646,4971.464,4933.449,4939.779,-0.004344
10,2012/8/17,5,4938.616,4952.794,4901.614,4939.248,-0.000107
10,2012/8/20,1,4902.354,4924.268,4868.5,4912.756,-0.005364
10,2012/8/21,2,4914.66,4964.701,4904.272,4936.873,0.004909
10,2012/8/22,3,4939.606,4945.877,4884.339,4906.888,-0.006074
10,2012/8/23,4,4911.489,4941.16,4889.451,4924.823,0.003655
10,2012/8/24,5,4913.749,4922.654,4878.122,4881.867,-0.008722
10,2012/8/27,1,4866.355,4866.376,4776.825,4777.984,-0.021279
10,2012/8/28,2,4777.725,4835.231,4769.21,4809.86,0.006671
10,2012/8/29,3,4793.103,4811.143,4758.317,4760.078,-0.01035
10,2012/8/30,4,4734.557,4786.17,4719.317,4767.392,0.001537
10,2012/8/31,5,4753.925,4783.624,4747.387,4750.228,-0.0036
10,2012/9/3,1,4739.559,4809.132,4732.896,4790.893,0.008561
10,2012/9/4,2,4800.4,4805.65,4732.933,4744.254,-0.009735
10,2012/9/5,3,4734.705,4751.38,4703.928,4729.703,-0.003067
10,2012/9/6,4,4739.747,4774.392,4729.153,4772.211,0.008987
10,2012/9/7,5,4804.877,5031.745,4804.877,4981.236,0.0438
10,2012/9/10,1,4985.114,5011.352,4966.663,4993.057,0.002373
10,2012/9/11,2,4972.731,4972.731,4920.732,4956.271,-0.007367
10,2012/9/12,3,4987.648,5011.52,4928.306,4972.245,0.003223
10,2012/9/13,4,4964.684,4982.441,4928.04,4928.667,-0.008764
10,2012/9/14,5,4983.428,5006.641,4937.161,4969.803,0.008346
10,2012/9/17,1,4963.311,4969.521,4852.672,4854.963,-0.023108
10,2012/9/18,2,4833.948,4842.644,4788.258,4803.258,-0.01065
10,2012/9/19,3,4806.818,4832.847,4791.946,4826.119,0.004759
10,2012/9/20,4,4805.983,4805.983,4722.112,4727.471,-0.02044
10,2012/9/21,5,4715.56,4777.129,4708.872,4738.25,0.00228
10,2012/9/24,1,4704.922,4786.07,4683.148,4766.317,0.005923
10,2012/9/25,2,4753.452,4786.58,4739.663,4755.921,-0.002181
10,2012/9/26,3,4749.82,4768.683,4697.656,4706.912,-0.010305
10,2012/9/27,4,4708.457,4883.55,4707.63,4849.374,0.030267
10,2012/9/28,5,4814.595,4943.626,4812.046,4934.33,0.017519
10,2012/10/8,1,4931.417,4964.439,4866.183,4891.739,-0.008632
10,2012/10/9,2,4917.084,5013.314,4917.084,4994.404,0.020987
10,2012/10/10,3,4980.826,4999.371,4957.708,4994.625,0.000044
10,2012/10/11,4,4977.313,4988.809,4947.558,4953.103,-0.008313
10,2012/10/12,5,4972.001,5017.762,4925.01,4961.488,0.001693
10,2012/10/15,1,4964.715,4970.244,4908.953,4942.543,-0.003818
10,2012/10/16,2,4938.527,4984.046,4927.095,4949.344,0.001376
10,2012/10/17,3,4967.696,4981.021,4914.147,4957.571,0.001662
10,2012/10/18,4,4969.454,5038.655,4966.427,5027.758,0.014158
10,2012/10/19,5,5023.023,5037.626,5008.22,5016.006,-0.002337
10,2012/10/22,1,4989.423,5048.306,4980.743,5035.067,0.0038
10,2012/10/23,2,5034.282,5043.206,4969.708,4975.883,-0.011754
10,2012/10/24,3,4956.534,4995.051,4952.908,4969.871,-0.001208
10,2012/10/25,4,4967.795,5001.875,4930.404,4935.496,-0.006917
10,2012/10/26,5,4937.368,4941.766,4823.692,4846.165,-0.0181
10,2012/10/29,1,4833.668,4843.269,4797.246,4814.171,-0.006602
10,2012/10/30,2,4815.472,4861.129,4804.204,4825.207,0.002292
10,2012/10/31,3,4829.64,4861.155,4811.79,4857.81,0.006757
10,2012/11/1,4,4863.198,4970.648,4862.62,4951.395,0.019265
10,2012/11/2,5,4950.841,4983.079,4924.264,4976.485,0.005067
10,2012/11/5,1,4967.133,4999.756,4941.689,4966.868,-0.001932
10,2012/11/6,2,4968.581,4973.963,4878.282,4949.025,-0.003592
10,2012/11/7,3,4941.029,4968.553,4914.769,4940.259,-0.001771
10,2012/11/8,4,4900.705,4915.451,4851.54,4852.24,-0.017817
10,2012/11/9,5,4844.875,4869.108,4831.997,4845.3,-0.00143
10,2012/11/12,1,4849.765,4876.742,4832.469,4875.601,0.006254
10,2012/11/13,2,4874.436,4874.436,4782.572,4791.647,-0.017219
10,2012/11/14,3,4792.928,4821.053,4779.278,4814.57,0.004784
10,2012/11/15,4,4788.735,4808.539,4749.257,4750.577,-0.013292
10,2012/11/16,5,4741.855,4746.884,4687.998,4717.998,-0.006858
10,2012/11/19,1,4713.921,4721.826,4664.84,4719.997,0.000424
10,2012/11/20,2,4732.117,4739.229,4688.339,4692.073,-0.005916
10,2012/11/21,3,4691.605,4762.212,4665.821,4760.682,0.014622
10,2012/11/22,4,4733.009,4743.126,4710.351,4729.116,-0.006631
10,2012/11/23,5,4742.997,4784.345,4732.759,4765.29,0.007649
10,2012/11/26,1,4754.45,4764.543,4729.717,4740.281,-0.005248
10,2012/11/27,2,4727.366,4737.611,4685.949,4687.303,-0.011176
10,2012/11/28,3,4669.423,4675.29,4634.67,4644.51,-0.00913
10,2012/11/29,4,4643.812,4666.885,4605.757,4612.281,-0.006939
10,2012/11/30,5,4609.28,4671.931,4600.218,4666.736,0.011807
10,2012/12/3,1,4658.808,4696.041,4610.01,4612.05,-0.011718
10,2012/12/4,2,4603.58,4669.328,4596.728,4659.507,0.01029
10,2012/12/5,3,4653.601,4849.856,4649.135,4826.022,0.035737
10,2012/12/6,4,4821.14,4845.134,4793.542,4819.413,-0.001369
10,2012/12/7,5,4823.34,4929.414,4813.077,4921.271,0.021135
10,2012/12/10,1,4940.731,4988.517,4937.526,4975.482,0.011016
10,2012/12/11,2,4958.547,4984.141,4939.184,4946.003,-0.005925
10,2012/12/12,3,4944.443,4981.949,4930.244,4973.101,0.005479
10,2012/12/13,4,4957.033,4969.698,4913.223,4914.985,-0.011686
10,2012/12/14,5,4921.902,5181.494,4921.902,5178.748,0.053665
10,2012/12/17,1,5188.015,5235.71,5185.628,5205.161,0.0051
10,2012/12/18,2,5192.906,5283.534,5162.968,5216.133,0.002108
10,2012/12/19,3,5202.723,5254.318,5192.219,5213.713,-0.000464
10,2012/12/20,4,5191.861,5260.116,5161.255,5244.724,0.005948
10,2012/12/21,5,5246.965,5304.151,5190.422,5206.131,-0.007358
10,2012/12/24,1,5195.01,5265.056,5192.318,5230.142,0.004612
10,2012/12/25,2,5211.964,5404.208,5194.462,5379.468,0.028551
10,2012/12/26,3,5373.107,5397.678,5359.466,5390.899,0.002125
10,2012/12/27,4,5404.833,5437.707,5351.66,5353.807,-0.00688
10,2012/12/28,5,5362.399,5445.681,5356.854,5441.327,0.016347
10,2012/12/31,1,5454.359,5551.011,5454.359,5550.086,0.019988
10,2013/1/4,5,5620.773,5643.677,5510.299,5567.779,0.003188
10,2013/1/7,1,5553.302,5624.607,5538.256,5597.803,0.005392
10,2013/1/8,2,5595.629,5606.833,5512.769,5556.077,-0.007454
10,2013/1/9,3,5539.582,5569.931,5500.779,5548.798,-0.00131
10,2013/1/10,4,5548.271,5608.15,5517.643,5557.171,0.001509
10,2013/1/11,5,5562.424,5578.395,5422.425,5444.556,-0.020265
10,2013/1/14,1,5422.772,5674.634,5422.342,5657.702,0.039148
10,2013/1/15,2,5658.694,5710,5651.891,5689.274,0.00558
10,2013/1/16,3,5678.767,5687.635,5557.044,5638.799,-0.008872
10,2013/1/17,4,5623.508,5629.573,5552.657,5581.203,-0.010214
10,2013/1/18,5,5616.572,5706.03,5582.855,5679.319,0.01758
10,2013/1/21,1,5691.318,5703.908,5638.37,5702.962,0.004163
10,2013/1/22,2,5696.223,5731.666,5637.432,5677.686,-0.004432
10,2013/1/23,3,5657.236,5710.958,5633.761,5703.401,0.004529
10,2013/1/24,4,5702.038,5835.141,5614.088,5656.225,-0.008272
10,2013/1/25,5,5651.492,5677.235,5617.609,5630.489,-0.00455
10,2013/1/28,1,5645.397,5818.461,5645.397,5816.994,0.033124
10,2013/1/29,2,5824.445,5899.095,5798.366,5876.057,0.010154
10,2013/1/30,3,5882.656,5904.647,5840.3,5900.777,0.004207
10,2013/1/31,4,5905.434,5925.544,5865.917,5910.274,0.001609
10,2013/2/1,5,5887.333,6057.459,5873.153,6053.896,0.0243
10,2013/2/4,1,6083.594,6125.037,6038.39,6075.377,0.003548
10,2013/2/5,2,6021.862,6125.467,6013.976,6106.81,0.005174
10,2013/2/6,3,6107.205,6147.766,6092.697,6121.481,0.002402
10,2013/2/7,4,6111.524,6122.778,5976.191,6063.113,-0.009535
10,2013/2/8,5,6053.436,6117.445,6017.914,6070.066,0.001147
10,2013/2/18,1,6096.855,6105.726,5990.395,5998.696,-0.011758
10,2013/2/19,2,5991.543,6011.132,5867.019,5894.3,-0.017403
10,2013/2/20,3,5896.5,5918.376,5831.154,5916.212,0.003717
10,2013/2/21,4,5853.458,5853.458,5641.752,5698.556,-0.03679
10,2013/2/22,5,5692.052,5715.686,5650.834,5665.463,-0.005807
10,2013/2/25,1,5690.499,5741.217,5653.975,5686.451,0.003705
10,2013/2/26,2,5643.044,5747.24,5597.534,5604.236,-0.014458
10,2013/2/27,3,5624.643,5715.857,5609.651,5665.885,0.011
10,2013/2/28,4,5706.481,5847.354,5660.197,5845.608,0.03172
10,2013/3/1,5,5842.67,5862.125,5729.368,5823.469,-0.003787
10,2013/3/4,1,5716.574,5717.946,5507.055,5544.788,-0.047855
10,2013/3/5,2,5551.327,5737.786,5544.974,5736.704,0.034612
10,2013/3/6,3,5763.234,5818.144,5721.583,5796.088,0.010352
10,2013/3/7,4,5769.211,5809.293,5657.676,5715.301,-0.013938
10,2013/3/8,5,5724.05,5748.854,5682.694,5700.73,-0.002549
10,2013/3/11,1,5686.525,5704.236,5617.365,5656.434,-0.00777
10,2013/3/12,2,5652.229,5715.862,5520.613,5576.139,-0.014195
10,2013/3/13,3,5567.807,5583.416,5487.724,5513.697,-0.011198
10,2013/3/14,4,5494.557,5555.93,5485.549,5523.91,0.001852
10,2013/3/15,5,5520.897,5672.846,5460.611,5535.941,0.002178
10,2013/3/18,1,5505.223,5538.845,5442.081,5447.194,-0.016031
10,2013/3/19,2,5455.81,5517.29,5427.828,5505.523,0.010708
10,2013/3/20,3,5510.78,5702.024,5510.78,5701.663,0.035626
10,2013/3/21,4,5705.249,5730.141,5669.814,5704.66,0.000526
10,2013/3/22,5,5698.463,5730.622,5679.148,5712.458,0.001367
10,2013/3/25,1,5737.178,5770.984,5692.574,5701.78,-0.001869
10,2013/3/26,2,5676.019,5685.747,5568.402,5606.298,-0.016746
10,2013/3/27,3,5609.839,5689.344,5588.468,5627.677,0.003813
10,2013/3/28,4,5505.332,5505.332,5408.123,5420.684,-0.036781
10,2013/3/29,5,5426.369,5443.656,5384.76,5421.62,0.000173
10,2013/4/1,1,5395.572,5441.743,5389.44,5407.042,-0.002689
10,2013/4/2,2,5410.763,5470.082,5365.505,5395.566,-0.002122
10,2013/4/3,3,5410.365,5446.639,5376.628,5396.673,0.000205
10,2013/4/8,1,5304.903,5363.473,5278.259,5360.261,-0.006747
10,2013/4/9,2,5370.073,5436.512,5370.073,5404.181,0.008194
10,2013/4/10,3,5400.701,5419.576,5358.525,5399.792,-0.000812
10,2013/4/11,4,5438.712,5453.787,5381.445,5384.824,-0.002772
10,2013/4/12,5,5381.948,5409.271,5346.354,5351.094,-0.006264
10,2013/4/15,1,5334.084,5354.808,5290.097,5304.143,-0.008774
10,2013/4/16,2,5267.406,5353.862,5253.171,5350.888,0.008813
10,2013/4/17,3,5345.359,5359.005,5291.239,5336.691,-0.002653
10,2013/4/18,4,5295.42,5375.09,5281.483,5354.406,0.003319
10,2013/4/19,5,5365.321,5534.026,5364.256,5514.137,0.029832
10,2013/4/22,1,5490.971,5522.695,5480.022,5506.466,-0.001391
10,2013/4/23,2,5512.684,5512.684,5321.559,5324.885,-0.032976
10,2013/4/24,3,5334.215,5464.172,5320.647,5430.162,0.019771
10,2013/4/25,4,5410.582,5452.917,5341.13,5377.909,-0.009623
10,2013/4/26,5,5399.358,5422.979,5320.062,5337.289,-0.007553
10,2013/5/2,4,5313.647,5349.639,5283.822,5337.231,-0.000011
10,2013/5/3,5,5356.648,5500.273,5356.648,5436.015,0.018508
10,2013/5/6,1,5460.904,5525.213,5455.092,5503.918,0.012491
10,2013/5/7,2,5491.647,5531.814,5464.217,5511.786,0.00143
10,2013/5/8,3,5535.365,5578.312,5507.813,5534.224,0.004071
10,2013/5/9,4,5535.359,5538.629,5453.327,5494.771,-0.007129
10,2013/5/10,5,5477.833,5537.228,5467.845,5527.421,0.005942
10,2013/5/13,1,5530.658,5540.402,5474.424,5504.712,-0.004108
10,2013/5/14,2,5492.873,5494.358,5402.266,5431.41,-0.013316
10,2013/5/15,3,5435.622,5462.319,5428.488,5458.52,0.004991
10,2013/5/16,4,5447.91,5555.792,5414.819,5553.845,0.017464
10,2013/5/17,5,5548.478,5651.662,5537.756,5635.414,0.014687
10,2013/5/20,1,5647.376,5720.868,5631.637,5679.902,0.007894
10,2013/5/21,2,5673.067,5691.256,5633.201,5671.193,-0.001533
10,2013/5/22,3,5669.189,5704.354,5651.908,5681.422,0.001804
10,2013/5/23,4,5651.513,5685.716,5590.89,5595.918,-0.01505
10,2013/5/24,5,5618.324,5652.392,5574.358,5621.361,0.004547
